x	y
5110	1809
5113	1810
5116	1811
5119	1812
5123	1813
5126	1814
5129	1815
5132	1816
5136	1817
5139	1818
5142	1819
5145	1820
5149	1821
5152	1822
5155	1823
5158	1824
5162	1825
5165	1826
5168	1827
5172	1828
5175	1829
5178	1830
5181	1831
5185	1832
5188	1833
5191	1834
5194	1835
5198	1836
5201	1837
5204	1838
5207	1839
5211	1840
5214	1841
5217	1842
5220	1843
5224	1844
5227	1845
5230	1846
5234	1847
5237	1848
5240	1849
5243	1850
5247	1851
5250	1852
5253	1853
5256	1854
5260	1855
5263	1856
5266	1857
5270	1858
5273	1859
5276	1860
5279	1861
5283	1862
5286	1863
5289	1864
5292	1865
5296	1866
5299	1867
5302	1868
5305	1869
5309	1870
5312	1871
5315	1872
5319	1873
5322	1874
5325	1875
5328	1876
5332	1877
5335	1878
5338	1879
5341	1880
5345	1881
5348	1882
5351	1883
5355	1884
5358	1885
5361	1886
5364	1887
5368	1888
5371	1889
5374	1890
5378	1891
5381	1892
5384	1893
5387	1894
5391	1895
5394	1896
5397	1897
5400	1898
5404	1899
5407	1900
5410	1901
5414	1902
5417	1903
5420	1904
5423	1905
5427	1906
5430	1907
5433	1908
5437	1909
5440	1910
5443	1911
5446	1912
5450	1913
5453	1914
5456	1915
5460	1916
5463	1917
5466	1918
5469	1919
5473	1920
5476	1921
5479	1922
5482	1923
5486	1924
5489	1925
5492	1926
5496	1927
5499	1928
5502	1929
5505	1930
5509	1931
5512	1932
5515	1933
5519	1934
5522	1935
5525	1936
5528	1937
5532	1938
5535	1939
5538	1940
5542	1941
5545	1942
5548	1943
5552	1944
5555	1945
5558	1946
5561	1947
5565	1948
5568	1949
5571	1950
5575	1951
5578	1952
5581	1953
5584	1954
5588	1955
5591	1956
5594	1957
5598	1958
5601	1959
5604	1960
5607	1961
5611	1962
5614	1963
5617	1964
5621	1965
5624	1966
5627	1967
5630	1968
5634	1969
5637	1970
5640	1971
5644	1972
5647	1973
5650	1974
5654	1975
5657	1976
5660	1977
5663	1978
5667	1979
5670	1980
5673	1981
5677	1982
5680	1983
5683	1984
5687	1985
5690	1986
5693	1987
5696	1988
5700	1989
5703	1990
5706	1991
5710	1992
5713	1993
5716	1994
5720	1995
5723	1996
5726	1997
5729	1998
5733	1999
5736	2000
5739	2001
5743	2002
5746	2003
5749	2004
5753	2005
5756	2006
5759	2007
5762	2008
5766	2009
5769	2010
5772	2011
5776	2012
5779	2013
5782	2014
5786	2015
5789	2016
5792	2017
5795	2018
5799	2019
5802	2020
5805	2021
5809	2022
5812	2023
5815	2024
5819	2025
5822	2026
5825	2027
5829	2028
5832	2029
5835	2030
5838	2031
5842	2032
5845	2033
5848	2034
5852	2035
5855	2036
5858	2037
5862	2038
5865	2039
5868	2040
5872	2041
5875	2042
5878	2043
5881	2044
5885	2045
5888	2046
5891	2047
5895	2048
5898	2049
5901	2050
5905	2051
5908	2052
5911	2053
5915	2054
5918	2055
5921	2056
5925	2057
5928	2058
5931	2059
5934	2060
5938	2061
5941	2062
5944	2063
5948	2064
5951	2065
5954	2066
5958	2067
5961	2068
5964	2069
5968	2070
5971	2071
5974	2072
5978	2073
5981	2074
5984	2075
5988	2076
5991	2077
5994	2078
5997	2079
6001	2080
6004	2081
6007	2082
6011	2083
6014	2084
6017	2085
6021	2086
6024	2087
6027	2088
6031	2089
6034	2090
6037	2091
6041	2092
6044	2093
6047	2094
6051	2095
6054	2096
6057	2097
6061	2098
6064	2099
6067	2100
6071	2101
6074	2102
6077	2103
6080	2104
6084	2105
6087	2106
6090	2107
6094	2108
6097	2109
6100	2110
6104	2111
6107	2112
6110	2113
6114	2114
6117	2115
6120	2116
6124	2117
6127	2118
6130	2119
6134	2120
6137	2121
6140	2122
6144	2123
6147	2124
6150	2125
6154	2126
6157	2127
6160	2128
6164	2129
6167	2130
6170	2131
6174	2132
6177	2133
6180	2134
6184	2135
6187	2136
6190	2137
6194	2138
6197	2139
6200	2140
6204	2141
6207	2142
6210	2143
6214	2144
6217	2145
6220	2146
6224	2147
6227	2148
6230	2149
6234	2150
6237	2151
6240	2152
6244	2153
6247	2154
6250	2155
6254	2156
6257	2157
6260	2158
6264	2159
6267	2160
6270	2161
6274	2162
6277	2163
6280	2164
6284	2165
6287	2166
6290	2167
6294	2168
6297	2169
6300	2170
6304	2171
6307	2172
6310	2173
6314	2174
6317	2175
6320	2176
6324	2177
6327	2178
6330	2179
6334	2180
6337	2181
6340	2182
6344	2183
6347	2184
6350	2185
6354	2186
6357	2187
6360	2188
6364	2189
6367	2190
6370	2191
6374	2192
6377	2193
6380	2194
6384	2195
6387	2196
6390	2197
6394	2198
6397	2199
6400	2200
6404	2201
6407	2202
6410	2203
6414	2204
6417	2205
6421	2206
6424	2207
6427	2208
6431	2209
6434	2210
6437	2211
6441	2212
6444	2213
6447	2214
6451	2215
6454	2216
6457	2217
6461	2218
6464	2219
6467	2220
6471	2221
6474	2222
6477	2223
6481	2224
6484	2225
6487	2226
6491	2227
6494	2228
6497	2229
6501	2230
6504	2231
6508	2232
6511	2233
6514	2234
6518	2235
6521	2236
6524	2237
6528	2238
6531	2239
6534	2240
6538	2241
6541	2242
6544	2243
6548	2244
6551	2245
6554	2246
6558	2247
6561	2248
6564	2249
6568	2250
6571	2251
6575	2252
6578	2253
6581	2254
6585	2255
6588	2256
6591	2257
6595	2258
6598	2259
6601	2260
6605	2261
6608	2262
6611	2263
6615	2264
6618	2265
6621	2266
6625	2267
6628	2268
6632	2269
6635	2270
6638	2271
6642	2272
6645	2273
6648	2274
6652	2275
6655	2276
6658	2277
6662	2278
6665	2279
6668	2280
6672	2281
6675	2282
6679	2283
6682	2284
6685	2285
6689	2286
6692	2287
6695	2288
6699	2289
6702	2290
6705	2291
6709	2292
6712	2293
6716	2294
6719	2295
6722	2296
6726	2297
6729	2298
6732	2299
6736	2300
6739	2301
6742	2302
6746	2303
6749	2304
6752	2305
6756	2306
6759	2307
6763	2308
6766	2309
6769	2310
6773	2311
6776	2312
6779	2313
6783	2314
6786	2315
6789	2316
6793	2317
6796	2318
6800	2319
6803	2320
6806	2321
6810	2322
6813	2323
6816	2324
6820	2325
6823	2326
6827	2327
6830	2328
6833	2329
6837	2330
6840	2331
6843	2332
6847	2333
6850	2334
6853	2335
6857	2336
6860	2337
6864	2338
6867	2339
6870	2340
6874	2341
6877	2342
6880	2343
6884	2344
6887	2345
6891	2346
6894	2347
6897	2348
6901	2349
6904	2350
6907	2351
6911	2352
6914	2353
6917	2354
6921	2355
6924	2356
6928	2357
6931	2358
6934	2359
6938	2360
6941	2361
6944	2362
6948	2363
6951	2364
6955	2365
6958	2366
6961	2367
6965	2368
6968	2369
6971	2370
6975	2371
6978	2372
6982	2373
6985	2374
6988	2375
6992	2376
6995	2377
6998	2378
7002	2379
7005	2380
7009	2381
7012	2382
7015	2383
7019	2384
7022	2385
7025	2386
7029	2387
7032	2388
7036	2389
7039	2390
7042	2391
7046	2392
7049	2393
7053	2394
7056	2395
7059	2396
7063	2397
7066	2398
7069	2399
7073	2400
7076	2401
7080	2402
7083	2403
7086	2404
7090	2405
7093	2406
7096	2407
7100	2408
7103	2409
7107	2410
7110	2411
7113	2412
7117	2413
7120	2414
7124	2415
7127	2416
7130	2417
7134	2418
7137	2419
7140	2420
7144	2421
7147	2422
7151	2423
7154	2424
7157	2425
7161	2426
7164	2427
7168	2428
7171	2429
7174	2430
7178	2431
7181	2432
7184	2433
7188	2434
7191	2435
7195	2436
7198	2437
7201	2438
7205	2439
7208	2440
7212	2441
7215	2442
7218	2443
7222	2444
7225	2445
7228	2446
7232	2447
7235	2448
7239	2449
7242	2450
7245	2451
7249	2452
7252	2453
7256	2454
7259	2455
7262	2456
7266	2457
7269	2458
7273	2459
7276	2460
7279	2461
7283	2462
7286	2463
7289	2464
7293	2465
7296	2466
7300	2467
7303	2468
7306	2469
7310	2470
7313	2471
7317	2472
7320	2473
7323	2474
7327	2475
7330	2476
7334	2477
7337	2478
7340	2479
7344	2480
7347	2481
7351	2482
7354	2483
7357	2484
7361	2485
7364	2486
7368	2487
7371	2488
7374	2489
7378	2490
7381	2491
7385	2492
7388	2493
7391	2494
7395	2495
7398	2496
7402	2497
7405	2498
7408	2499
7412	2500
7415	2501
7419	2502
7422	2503
7425	2504
7429	2505
7432	2506
7436	2507
7439	2508
7442	2509
7446	2510
7449	2511
7453	2512
7456	2513
7459	2514
7463	2515
7466	2516
7470	2517
7473	2518
7476	2519
7480	2520
7483	2521
7487	2522
7490	2523
7493	2524
7497	2525
7500	2526
7504	2527
7507	2528
7510	2529
7514	2530
7517	2531
7521	2532
7524	2533
7527	2534
7531	2535
7534	2536
7538	2537
7541	2538
7544	2539
7548	2540
7551	2541
7555	2542
7558	2543
7561	2544
7565	2545
7568	2546
7572	2547
7575	2548
7578	2549
7582	2550
7585	2551
7589	2552
7592	2553
7595	2554
7599	2555
7602	2556
7606	2557
7609	2558
7612	2559
7616	2560
7619	2561
7623	2562
7626	2563
7630	2564
7633	2565
7636	2566
7640	2567
7643	2568
7647	2569
7650	2570
7653	2571
7657	2572
7660	2573
7664	2574
7667	2575
